id,track_name,artist_name,acousticness,danceability,energy,valence,instrumentalness,speechiness,tempo,loudness,mode,key,duration_ms,time_signature
3xRzUblYGZhVs52fMjii7R,Off The Ground,The Record Company,0.601,0.543,0.696,0.849,0.215,0.0426,92.15,-4.572,1,7,253747.0,4.0
0yac0FPhLRH9i9lOng3f81,Everybody's Changing,Keane,0.0014,0.517,0.839,0.416,0.000365,0.0287,94.015,-3.521,1,0,215880.0,4.0
23wAQbPmSPN0yi4VkcZzdn,Smoke and Mirrors,Raven's Banquet,7.31e-06,0.368,0.911,0.252,0.0,0.0751,104.877,-6.357,1,7,185159.0,4.0
2fmLx3XIhMDyHaBjOYXdB7,La Vida,HERMANOS X,0.00543,0.601,0.554,0.292,0.938,0.0332,99.918,-7.758,0,4,105436.0,3.0
411uGyNINNY9BUrpLHxnkj,The Last Reminder,Collapse Under The Empire,0.0718,0.474,0.875,0.181,0.923,0.038,127.986,-5.753,0,10,353000.0,4.0
2XeaoitHixQuYkxzwpc6BT,Adiaphora,Persona Non Grata,6.56e-05,0.459,0.992,0.256,0.000554,0.11,110.039,-2.525,1,9,199836.0,4.0
2oD72NjIsfPYzPbn8b8Hzg,High Class Baby,Cliff Richard,0.609,0.699,0.799,0.796,0.0,0.078,95.237,-9.148,0,7,130693.0,4.0
5Z0MrFDEIDB075We9w9276,Call Me,St. Paul & The Broken Bones,0.0634,0.573,0.786,0.612,0.212,0.0352,110.289,-4.354,1,7,171267.0,4.0
2u0P4OkHlNR0dFMIvI3Row,Sometimes,D D Colvin,0.287,0.521,0.574,0.564,0.0019,0.0245,87.99,-5.937,1,5,337442.0,4.0
4gi81cgaU0Xmek1IuOENM5,Rita Is Gone,The Marcus King Band,0.866,0.623,0.44,0.802,0.0675,0.0348,86.726,-8.216,1,5,265587.0,4.0
0t88RKYmXAUsk99M2ZQpl0,Love Makes the World Go Round,Jets,0.132,0.702,0.754,0.702,0.0348,0.05,98.858,-10.506,1,1,183773.0,4.0
2fKkgRY3RtqsTg2TB33qeW,Dirty Diana,Shaman's Harvest,0.00145,0.652,0.622,0.0477,0.0,0.0349,130.0,-5.586,1,1,241920.0,4.0
2I2DR9udeiHsiaMUhgKPoo,Come Back Quicker Please,April Rain,0.0362,0.482,0.832,0.116,0.835,0.0326,160.036,-5.89,0,2,415138.0,4.0
6b8GTLzxgTvyxUfkaINfPf,We Feed the Giants,Lost In A Detail,0.0792,0.239,0.656,0.125,0.947,0.0335,114.307,-6.43,0,2,349646.0,3.0
04YEUXO7f7Bmbuilnwv0rA,Baby I Don't Care,Mr. Breathless,0.0288,0.371,0.951,0.949,0.0131,0.044,191.456,-6.027,1,5,168373.0,4.0
0vDBNWI0uXf7dNkiiX2P5z,Let Me Live My Life,Saint Asonia,0.000434,0.413,0.966,0.527,0.0,0.103,177.056,-3.539,0,1,191453.0,3.0
1QUQkPdroMjVD4FeEQ1c3U,Be Bop a Lula,Gene Vincent,0.488,0.575,0.482,0.85,0.0,0.0454,127.631,-12.705,1,9,156493.0,3.0
0hzDwVEsT6fMUg2AvgIZUq,Prognoz,The Evpatoria Report,0.0245,0.203,0.201,0.0304,0.762,0.0535,153.944,-10.107,1,9,840027.0,3.0
5oLOgSExVFBBzYTXVblcwu,Mr Tembo,Damon Albarn,0.182,0.744,0.555,0.833,0.0,0.166,92.084,-9.933,1,0,223840.0,4.0
40CQYZ3ZoxTmwcCTTliqwc,Christ Crucified,Vini Contreas,0.0397,0.583,0.684,0.68,0.00614,0.0343,145.027,-8.924,0,4,247138.0,4.0
0iLUhxeOWes0kN7RwHMVVB,ずっと,SPICY CHOCOLATE,0.573,0.65,0.838,0.587,0.0,0.0287,95.02,-2.929,1,5,316467.0,4.0
4Msw8YUZyuG8xcnrrX0WW3,知らない,Gen Hoshino,0.042,0.566,0.518,0.369,0.0,0.0238,135.946,-4.576,1,6,293397.0,4.0
1avgH7udg2X4mx82V1ChDC,Good Thing,Maple Glider,0.769,0.704,0.198,0.137,0.00209,0.0345,111.946,-12.217,0,8,252455.0,4.0
4esOae7i4rqTbAu9o5Pxco,Girl on Fire,Alicia Keys,0.135,0.482,0.706,0.144,0.00106,0.0607,92.513,-5.762,1,9,224920.0,4.0
1tHflTDZlmLSGKgHwTPUmu,Birthday,Alex Abel,7.37e-05,0.497,0.872,0.501,0.379,0.0561,147.181,-5.834,0,11,291883.0,4.0
28E3Hw3po6GAA83aB9vHSz,Young Girl,Gary Puckett & The Union Gap,0.664,0.441,0.555,0.462,0.0,0.034,119.426,-8.227,1,3,191267.0,4.0
3buFLp4T1sNATuTQlUgq4a,Tutti Frutti,Little Richard,0.777,0.524,0.611,0.96,0.0,0.0709,184.396,-3.814,0,0,146640.0,4.0
2lqo01p6fJ9wX7MEGlPYGl,"GO FOR IT, BABY ‐キオクの山脈‐",B'z,0.0275,0.483,0.963,0.442,0.0,0.156,99.151,-3.334,0,10,279474.0,4.0
03kzV52b5rzTHKgWMuQxaI,夜を越えて,ASIAN KUNG-FU GENERATION,0.000976,0.351,0.925,0.542,0.000256,0.047,174.923,-4.438,1,9,282853.0,4.0
3cBh83WVxRlRKnHvvdIiTn,fight,YUI,0.173,0.56,0.751,0.463,4.19e-05,0.0245,88.989,-5.569,1,11,299400.0,4.0
2znfHzB9sUImc5C7lXnqOl,Hope,Slears,0.00495,0.359,0.851,0.461,0.0,0.05,179.918,-7.774,1,6,245587.0,4.0
5G21w2MZy301kHOUBqbTb1,From the Train Window,Origami JP,0.0132,0.311,0.542,0.079,0.857,0.0343,169.871,-7.558,1,1,288512.0,3.0
1gdg6JAA2nUjHbkt8cQ50Z,Miserlou,Alex Abel,0.00176,0.156,0.75,0.277,0.869,0.0627,76.481,-6.953,1,0,242908.0,4.0
1QbmUgwBCRnzlvaYen5h7d,"5:01AM (The Pros and Cons of Hitch Hiking, Pt. 10)",Roger Waters,0.0696,0.669,0.645,0.738,7.91e-05,0.054,113.768,-9.152,1,0,276867.0,4.0
7hs5X0XR9Dz1c6DGBSdNVG,I'm Ready - Remastered,Fats Domino,0.753,0.577,0.803,0.961,0.0305,0.0553,172.677,-7.346,1,0,124627.0,4.0
6q5U75yeUt3qR5X1A4LJAD,Little Black Backpack - Remastered,Stroke 9,0.000136,0.453,0.847,0.319,0.0,0.0515,118.077,-4.918,1,7,224939.0,4.0
21YySvqRhW6JbpFiOpBtXh,Because (2019 - Remaster),The Dave Clark Five,0.397,0.707,0.514,0.777,1.68e-05,0.0348,122.915,-9.585,1,7,142347.0,4.0
1G391cbiT3v3Cywg8T7DM1,Scar Tissue,Red Hot Chili Peppers,0.0779,0.595,0.717,0.547,0.00274,0.0295,88.969,-4.803,1,0,215907.0,4.0
1MFYM21aCHcpx0UhT3Mxvb,Get off Me,user00xman,0.0151,0.822,0.403,0.577,1.83e-06,0.371,140.089,-10.708,1,7,167523.0,4.0
6IadkySzhPNWU0ZrXhVimN,In Ash,Hurricane on Saturn,0.000803,0.56,0.846,0.256,0.000154,0.0464,110.01,-5.956,0,3,256319.0,4.0
4FlYcJnfkeBpowEHJ72Bmt,Rockin' Robin,Bobby Day,0.298,0.541,0.608,0.938,0.0,0.106,171.992,-13.083,1,7,160080.0,4.0
3TmB9Oa7npQzM8PAcZpNao,Nicholas,tide/edit,6.01e-05,0.291,0.89,0.439,0.878,0.0343,141.205,-3.33,1,10,183957.0,4.0
5bSpsKGoGKXOOfg7F3ZtKz,"Train, Train",Blackfoot,0.015,0.609,0.807,0.754,0.00123,0.0559,121.768,-8.286,1,9,216693.0,4.0
459TcVn4q9fN9NJe29RmjL,Free Young Thug,jahhde,0.00166,0.688,0.577,0.381,9.12e-05,0.189,154.009,-8.459,0,5,149617.0,4.0
124qbCWKsFvtyzbu8b4HJN,Déjà Vu,Roger Waters,0.523,0.551,0.328,0.18,0.431,0.0293,129.13,-11.37,1,7,267453.0,4.0
2TK5Ke5iBw80lh6JKD81e2,You Left Me On Delivered,Grismer,0.000305,0.316,0.797,0.101,0.000686,0.0564,149.585,-3.591,0,7,245111.0,4.0
2wpwV9xCSDjOtE2AkUSSTq,Noe is My Friend,tide/edit,0.0738,0.442,0.676,0.295,0.915,0.0305,163.18,-8.427,1,11,123000.0,1.0
3CecLFOWdbQwc2qdTmHAc8,Your Rocky Spine,Great Lake Swimmers,0.65,0.707,0.422,0.54,0.00439,0.031,94.332,-15.323,1,5,216453.0,4.0
0WgQoph3Qnncwz0I7lPI5g,Lonesome Train (On A Lonesome Track),Johnny Burnette & The Rock 'N' Roll Trio,0.598,0.64,0.71,0.901,0.000179,0.0371,86.056,-8.08,0,5,126240.0,4.0
6FFwt1ea9hJ4MfMQLywahm,Anthem For The Underdog,12 Stones,0.000651,0.2,0.863,0.468,0.0,0.0626,93.977,-3.424,1,5,184427.0,3.0
6hBij1Xr1s4zH9FbTKWK2w,Stood Up - Remastered,Ricky Nelson,0.109,0.532,0.567,0.951,5.35e-06,0.0404,182.997,-10.402,1,4,112733.0,4.0
2x3s1A0B2e4H9uU2iHjJHz,Fall With Me,The Wild Reeds,0.892,0.305,0.284,0.116,0.0,0.0404,208.18,-8.902,1,4,242161.0,4.0
6s8nHXTJVqFjXE4yVZPDHR,Troublemaker (feat. Flo Rida),Olly Murs,0.015,0.762,0.863,0.965,0.0,0.0561,106.012,-3.689,0,0,185587.0,4.0
6NtODaAhOfI0BZwAM4xgYR,Drift Away,The Horn,0.0675,0.567,0.711,0.817,0.604,0.0292,139.987,-7.947,1,7,232311.0,4.0
57pP3LvnId3txetLeBaTmV,Good Times,Eric Burdon & the Animals,0.351,0.498,0.546,0.587,0.000944,0.0295,116.07,-5.299,0,4,179840.0,4.0
0U3QjYl9TAvkQvXCZwFmdw,Chaos Incarnate,Eternal Nocturne,0.0,0.288,0.981,0.31,0.828,0.0653,200.088,-3.965,1,7,245500.0,4.0
4HN7R0zJTwLpK5f5xpGMbV,Right Behind You Baby,Ray Smith,0.766,0.611,0.847,0.964,2.03e-05,0.0613,88.364,-7.634,0,9,143288.0,4.0
5dpAN1mjFPL38kh9kWsCiw,Wasting My Time,Default,0.00171,0.449,0.776,0.198,0.0,0.0322,148.11,-5.594,1,2,269307.0,4.0
4TjVF2tHV6JrZYOdGEHZe7,Kingdom,Guiltera,9.01e-06,0.367,0.965,0.333,3.61e-05,0.359,160.075,-8.342,0,10,176625.0,4.0
1WUHeOPayLKPMG35uBJVUj,Far Too Good,John Smith,0.83,0.825,0.324,0.553,9.49e-05,0.032,97.019,-11.399,1,4,219333.0,4.0
2zp0MRYzvHeWMGjiBYbKSu,Bara,"Overhead, The Albatross",0.024,0.501,0.578,0.0736,0.855,0.0332,134.976,-10.392,0,9,500309.0,3.0
0V4af9HHkKodeHDWRjoKL1,Something Wicked This Way Comes,rue vox,0.0179,0.467,0.647,0.095,0.00337,0.0359,129.016,-7.564,0,4,217642.0,4.0
68WhZnXX0Kvk9RgqeFVc9e,Molokai,The Charlie Kulis Band,0.00947,0.547,0.738,0.735,0.19,0.0337,114.842,-10.387,1,3,261333.0,4.0
3iWnV3zR430OhT6HjrSlp1,No Way Out,Distant Past,0.000133,0.35,0.972,0.314,6.77e-06,0.0921,171.983,-4.621,0,11,208818.0,4.0
2YOPpEtc9UIUPgzK6jWAbC,陽炎レールウェイ,百景,0.00128,0.571,0.739,0.748,0.813,0.0275,107.011,-9.391,1,11,340253.0,3.0
6kwlouu65gY2IBYxVGxNJ4,Bang Bang,Janis Martin,0.771,0.665,0.844,0.962,4.36e-05,0.0646,99.433,-8.215,1,4,120867.0,4.0
6Ud16saJTj7RYZolKEENE3,Infinite Mirror,LITE,0.000967,0.583,0.877,0.63,0.833,0.0362,120.069,-4.483,0,8,279013.0,4.0
7AFfA04SMcIUslPS9LPBJ9,Sleepy Tea,Chon,0.00995,0.311,0.833,0.333,0.833,0.104,174.917,-7.969,1,2,185342.0,4.0
3XZo49fN68s54wUsSVy21H,Rather Low,Nick Shoulders,0.184,0.531,0.693,0.836,0.0238,0.0882,188.529,-8.777,1,9,180033.0,4.0
6i0V12jOa3mr6uu4WYhUBr,Heathens,Twenty One Pilots,0.0841,0.732,0.396,0.548,3.58e-05,0.0286,90.024,-9.348,0,4,195920.0,4.0
5tw8ebBDTShqoCDzfIpZEo,Drive Away,The Brummies,0.154,0.472,0.627,0.536,3.47e-05,0.0326,104.478,-4.823,0,5,274325.0,4.0
1PUMKUdrDC4TlnJqGBvIxz,Sunday Funday,TOLEDO,0.0352,0.429,0.699,0.686,0.291,0.0404,82.971,-8.436,1,8,256630.0,4.0
4KwvTXx3yR0FA4LGfxD4xP,Only for You,Heartless Bastards,0.0376,0.677,0.645,0.765,0.0693,0.0312,82.017,-5.917,1,10,308067.0,4.0
6we2rxKryJyNSROYAH3a4x,Weather Well,KAYLA STEWART,0.00614,0.571,0.864,0.504,1.45e-05,0.0422,126.954,-5.811,0,9,171568.0,4.0
3HMY0r2BAdpasXMY8rseR0,Too Sweet,Hozier,0.0295,0.741,0.62,0.934,0.000809,0.0412,117.038,-5.505,1,10,251424.0,4.0
2TaR9rl6Kupn8Cg72efhm1,A Minute,vjac0b,0.0156,0.737,0.562,0.14,0.0,0.13,123.374,-12.743,0,10,163630.0,4.0
19mjVU7yGJQTZPBs7NuTop,Nothing Arrived - Live from Spotify London,Villagers,0.928,0.577,0.417,0.418,0.0018,0.0395,102.712,-11.599,1,7,219093.0,4.0
0eq4uJ1FEvRZKvkWUwP30y,眠り姫,SEKAI NO OWARI,0.177,0.385,0.803,0.416,0.0,0.0484,126.84,-5.228,1,10,331907.0,4.0
6JTUCs01Y8POQjeh5lDvlo,ゴーゴー幽霊船,Kenshi Yonezu,0.0457,0.572,0.917,0.967,1.39e-06,0.0645,89.99,-3.872,0,2,229640.0,4.0
5EUsI3LIV042IV5ydksV9y,River of Deceit,Mad Season,0.0614,0.455,0.29,0.169,0.00225,0.0288,88.523,-11.473,1,0,302907.0,4.0
6VqC5gNL532RfgdlGzNAv0,North Side Gal,JD McPherson,0.523,0.687,0.64,0.97,1.32e-06,0.0515,84.969,-7.799,1,2,151493.0,4.0
1uMo2HFIfKc3NJVl73L1zj,run away girl,Alice Merton,0.0365,0.697,0.795,0.591,8.41e-05,0.0482,140.034,-6.269,0,1,230552.0,4.0
25AHpPlIseEqrWZL9NcQE1,素晴らしき世界,Rake,0.0452,0.596,0.928,0.398,0.0,0.0394,125.02,-3.277,1,6,343627.0,4.0
1d7SMOLaXvjYE87EYrLTLM,Constant Instant,NON-CONTINUUM,6.34e-06,0.448,0.867,0.542,0.881,0.0492,154.974,-4.605,0,11,216000.0,3.0
1tXtGZuPA0JWNgdzk9SFyr,I Can Change,Brandon Flowers,0.115,0.413,0.837,0.351,1.1e-05,0.0822,131.373,-5.138,0,2,258667.0,4.0
0zWuIu9wDk1lpSbK8yFZmv,Spring of Life,Perfume,0.000195,0.541,0.987,0.872,0.309,0.0627,132.002,-1.688,0,5,229907.0,4.0
23Pk9UAGj6cWihl7VSWtVF,Onward,Brian Fitzgerald Project,8.3e-05,0.432,0.971,0.337,0.854,0.0881,77.476,-4.559,1,0,320524.0,4.0
4pi8nxlXyERWSP2JkBaRxs,Fishnet Stockings,Stray Cats,0.00923,0.366,0.859,0.695,5.03e-06,0.0783,204.15,-7.49,1,7,145507.0,4.0
3Cyne1Qlvrt7jGbEX6E4FY,Praise His Name,Jesus Saves,0.000932,0.515,0.818,0.525,0.000116,0.062,103.4,-8.424,0,4,209438.0,4.0
7ItZM6DMZE2m1X7yIaRxjq,C’Mon Everybody,Eddie Cochran,0.121,0.627,0.7,0.856,0.0111,0.0522,175.33,-9.657,1,3,118227.0,4.0
7pnBZ0vitnvhKzgCEafZ8A,Yas (feat. Mario Camarena and Erick Hansel),Polyphia,0.000727,0.569,0.852,0.663,0.645,0.0342,144.961,-4.827,0,1,202553.0,4.0
6avyV3xlz2UFeiAUZ0SqyT,The Time of My Life,David Cook,0.0541,0.414,0.578,0.281,0.0,0.0287,154.96,-6.383,1,8,216147.0,3.0
5HuaHij4kVpfEVv93MYCeW,Crowded Table,The Highwomen,0.203,0.559,0.562,0.428,9.48e-06,0.0325,132.062,-5.674,1,11,209907.0,4.0
756ziR2z4iXkK35qwBLUiY,I Forgot To Be Your Lover,The Black Keys,0.0261,0.342,0.786,0.467,0.000112,0.0441,141.751,-2.546,0,4,147986.0,4.0
07nYZZQT49i7yAIs3k3tOe,He Films The Clouds Pt. 2,Maybeshewill,0.698,0.453,0.689,0.201,0.889,0.0303,160.011,-7.137,0,5,402573.0,4.0
6KPevfC03JWeHzl7khQNaR,Once Upon a Winter,Once Upon a Winter,0.00115,0.497,0.525,0.05,0.78,0.0362,120.04,-8.158,1,0,262034.0,4.0
0EV7XD4aaxcn7sUJOZcQZi,Pink Cadillac,Sammy Masters,0.803,0.649,0.669,0.852,2.1e-05,0.351,205.819,-9.31,1,2,141083.0,4.0
0bAxBAvxJRxBKH2J50wPdZ,I Want,Hurricane on Saturn,0.0035,0.547,0.958,0.452,7.96e-06,0.121,149.979,-2.448,0,9,193100.0,4.0
1wXUeV5w6MkRFwMZu060U9,Lady Willpower,Gary Puckett & The Union Gap,0.439,0.53,0.517,0.647,0.0,0.0293,122.779,-8.258,0,0,165173.0,4.0
0Efs1YYiqSm9hDbCEt7tmp,Rebel Rouser,Duane Eddy,0.409,0.584,0.669,0.742,0.863,0.0349,105.552,-6.523,0,6,145427.0,4.0
1YZJ8ZdnCdQnaBxZT1VPpy,Rotlichtelfe,Janne,0.313,0.633,0.828,0.427,0.0,0.0317,102.976,-4.405,1,10,283800.0,4.0
2Daun56KmUhzDCbsKBrFB8,Thought we was tied,Subiibabii,0.103,0.393,0.523,0.101,0.00377,0.0585,125.947,-9.14,1,2,66454.0,5.0
2iQoaliksvoEBhldqjYPgL,Remember We Die,Gemini Syndrome,0.000367,0.497,0.978,0.69,0.0,0.072,92.022,-4.356,0,11,225263.0,4.0
5zM6fPl0wapubbBixmThjg,40,evilgiane,0.0021,0.561,0.663,0.199,1.75e-05,0.0834,153.0,-8.058,1,8,64615.0,4.0
1VpRHkYQYJsr9D3Mueo9rZ,Emulate,Sawce,0.00036,0.531,0.891,0.446,0.847,0.048,94.01,-5.446,1,8,241077.0,4.0
6xPD22JavtFYbyHl2AMVsn,Gangsters Paradise,Like A Storm,1.39e-05,0.318,0.953,0.58,0.248,0.0957,160.12,-3.729,1,8,207753.0,4.0
190jyVPHYjAqEaOGmMzdyk,Beauty And A Beat,Justin Bieber,0.000688,0.602,0.843,0.526,5.27e-05,0.0593,128.003,-4.831,1,0,227987.0,4.0
0l9LeJHa5gk8LKUJwnSxtP,Gurgitate,Ganesha,3.28e-05,0.189,0.99,0.101,0.00118,0.161,145.16,-5.464,1,11,148572.0,4.0
1WERWWhiCaVUS2GFdDYUHG,And we'd be lovers (down down down),Halcyon Hope,0.000108,0.368,0.669,0.14,6.26e-05,0.0277,93.976,-6.096,1,6,265691.0,4.0
1nOTAgKkQYPVdda05ltt8N,Keep On Lovin' Me Baby,The Paladins,0.16,0.336,0.835,0.526,0.0,0.0629,173.479,-10.752,0,9,242933.0,4.0
5KyEAeRhYngTd6treXnONo,Sons Of The Storm,Turbokill,0.000196,0.431,0.962,0.287,0.000417,0.158,180.078,-4.172,1,7,225418.0,4.0
6kE8jI28r6FpCQNmFN3fyB,Skin,Spoiwo,0.00275,0.221,0.237,0.0367,0.894,0.0369,152.977,-12.924,0,10,256731.0,4.0
5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,Arctic Monkeys,0.186,0.548,0.532,0.405,0.000263,0.0323,85.03,-7.596,1,5,272394.0,4.0
5JXd3XM2cT68cIeuofZQ0I,輝く月のように,Superfly,0.0464,0.46,0.738,0.23,0.0,0.0299,76.057,-3.202,1,9,329133.0,4.0
3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,Bruno Mars,0.049,0.726,0.698,0.867,0.0,0.0431,143.994,-4.165,1,5,233478.0,4.0
0bUrFUAw7skrMMd14H5tFN,Beautiful Within,Delzarris,0.00111,0.562,0.907,0.45,0.000826,0.0456,116.002,-4.62,1,0,246151.0,4.0
282xkc8wWvstwbegsX9aCh,Gizmo,We Made God,0.000688,0.328,0.544,0.0362,0.884,0.0318,128.07,-9.961,0,1,293872.0,4.0
4PK3z4assKyrm6qktNB7aQ,Breakup,Ray Smith,0.727,0.666,0.923,0.916,4.67e-06,0.063,105.094,-3.762,1,10,111047.0,3.0
53nUW8smqcI5POt6mAFWWy,Fireworks Up There,Neko Nine,0.000106,0.482,0.736,0.0821,0.87,0.0325,125.013,-4.558,1,7,314948.0,4.0
0LnkNEgEXv83bVVvgnB9Et,Come As You Are,Nirvana,8.38e-05,0.49,0.835,0.519,0.00373,0.0332,119.92,-6.323,0,4,219040.0,4.0
7Me0vOSlJfaPY7Pc4GeItd,Marquee Moon,Television,0.0391,0.49,0.536,0.732,0.371,0.0382,118.008,-10.83,1,7,638427.0,4.0
1bhF1dbIKLXbVW2QupmvJl,サーカスナイト,Tavito Nanao,0.838,0.864,0.446,0.699,0.00319,0.0493,73.996,-9.535,1,6,379067.0,4.0
5jhI9kdseTMJQYvjIm5MVU,bleh,Hardrock,0.0247,0.64,0.429,0.151,0.307,0.0793,130.866,-10.429,1,1,146750.0,4.0
7qJvl5rPKvCTFHMeXwTDRd,Kentucky Love,Bfb Da Packman,0.149,0.616,0.63,0.741,0.0,0.416,133.746,-9.258,0,1,231288.0,5.0
2BhjReZFYgqO05bXGbVujI,Scam Brothers,Punchmade Dev,0.0176,0.908,0.517,0.561,0.0,0.366,125.088,-9.833,0,8,206154.0,4.0
49dFv4gH1SeY90FySDOwCE,Lollipop,Framing Hanley,0.000484,0.348,0.893,0.392,6.36e-05,0.0662,148.043,-4.589,1,0,187907.0,4.0
0VwNdo84DaVYLIkbVO86ND,We Are Never Ever Getting Back Together,Taylor Swift,0.00957,0.628,0.676,0.75,2.65e-05,0.0916,85.984,-5.911,1,7,193147.0,4.0
1Nl0nKMX15Q3c1CS5E3DSM,Midnight Hour,Jamestown Revival,0.0633,0.618,0.772,0.755,0.000221,0.0437,111.741,-4.673,1,9,210667.0,4.0
6EgVv2iuK3PRejGTYpJuNM,Long Tall Sally (The Thing),Little Richard,0.783,0.652,0.586,0.924,0.0,0.0605,92.636,-5.008,1,5,131853.0,4.0
3YgSfn1qrQLcBZYwmFFtmz,Scratching Circles,JD McPherson,0.805,0.43,0.75,0.95,0.0,0.144,181.184,-6.652,1,2,130400.0,4.0
1RAz4LEdDTC3MtuAoNRESu,Neat Neat Neat,The Damned,0.00206,0.324,0.9,0.456,0.0,0.0671,175.984,-8.261,1,2,160760.0,4.0
17HM6i6XexJz1WTqduVKti,Face of a Giant,The Electorate,0.000574,0.504,0.774,0.665,0.000175,0.0356,124.685,-5.544,0,11,253588.0,4.0
5TvdWiIgu1mBB2AVGIF3yo,In Lieu of Youth,Vasudeva,0.00192,0.384,0.963,0.668,0.898,0.0446,164.91,-5.725,1,2,245270.0,4.0
7jfmDIJUiDTpbOOxlZYnsL,Rage Quit,Sawce,1.85e-05,0.443,0.947,0.536,0.916,0.0533,169.963,-3.757,0,1,171552.0,4.0
58XlqNcEkJg5tYgNpDukAa,It's Time!,Big Sandy & His Fly-Rite Boys,0.589,0.751,0.85,0.849,5.28e-06,0.0895,104.798,-7.186,1,7,173693.0,4.0
6O4gabF6JfpFa5ebFMlBJZ,Run,Werner Strand,0.0371,0.632,0.701,0.586,0.0,0.0256,105.039,-6.002,1,4,153447.0,4.0
3fecGWXPZPdRhdHyZ9DhOG,40 Degrees,Threefiftysixam,0.0295,0.652,0.54,0.519,0.874,0.0327,130.035,-12.317,1,2,338517.0,3.0
0Ppp8AhUasTiQxp4RHwyj5,Sugar in the Creek,Bendigo Fletcher,0.607,0.317,0.696,0.68,0.00086,0.0512,144.95,-7.844,1,11,251747.0,4.0
5ABwsrPHOZJTwYzOdd7huO,Dancing with Myself - Single Version,The Donnas,3.09e-05,0.459,0.971,0.733,7.28e-06,0.0679,171.342,-3.801,1,7,207800.0,4.0
4HN3S2SlWQC50TcUPGV0MV,Here Comes My Baby,The Tremeloes,0.0154,0.514,0.882,0.942,0.0,0.0491,92.147,-5.306,1,7,184107.0,4.0
3EIV6mDxT1XFYa5H1tCld9,マーチングバンド,ASIAN KUNG-FU GENERATION,0.000165,0.409,0.971,0.347,0.0306,0.0637,143.108,-4.865,1,2,320920.0,4.0
7dML6rAjXeRTHg6X8UZW83,Red Forest,If These Trees Could Talk,0.000108,0.404,0.763,0.102,0.779,0.0453,125.071,-5.072,0,4,505653.0,4.0
2GJuOnXLO5fFt524anENUa,Gettin' Well Too Quick,Jerry Ezold,0.0627,0.618,0.796,0.589,3.03e-06,0.0264,104.08,-6.118,1,0,197427.0,4.0
3T3EgjSDTkn6foy6K1g7YF,Tonton Alain Michel,Totorro,0.00167,0.369,0.722,0.28,0.82,0.0318,101.755,-6.379,1,2,317567.0,4.0
2U88zVbn3EZYuSZSWCz6ed,Vengeance Is Not Enough,Kore Rozzik,2.43e-05,0.508,0.954,0.455,0.0013,0.0582,140.06,-4.391,1,7,212327.0,4.0
2wG3hLV2BAVe3KnphiZSFp,House of Thieves,The Stone Eye,2.79e-05,0.286,0.848,0.56,0.0,0.0537,98.323,-7.348,0,1,234039.0,4.0
3cld8uMQZok9Z8TCw041zF,Arcs of Command,Caspian,9.79e-05,0.236,0.784,0.0795,0.915,0.0575,190.867,-7.982,0,2,528773.0,3.0
2nkIarOkSsK0xw5cWWapcA,Mirrors,Lost in Kiev,0.000582,0.321,0.793,0.0634,0.851,0.0451,179.808,-6.18,0,1,383293.0,3.0
7A4S5hX98oy3nRSlt8SMT7,In Bloom,Jon Foreman,0.521,0.634,0.597,0.623,0.0205,0.0395,78.05,-6.805,1,4,193000.0,4.0
5owjUauKf4bWs7wFSvdjHG,The Train Kept A Rollin' - Johnny Burnette And The Rock And Roll Trio,Johnny Burnette & The Rock 'N' Roll Trio,0.669,0.558,0.572,0.944,0.0,0.071,168.33,-12.071,0,11,134000.0,4.0
3pxg2vxImneIXH7Kt4raVM,Pizza Time,che,0.000315,0.52,0.785,0.114,0.0107,0.041,81.566,-5.311,1,9,119469.0,4.0
32ssNweOtmacNBEC2kHzA8,Never My Love - Remastered Version,The Association,0.171,0.435,0.428,0.61,0.000708,0.0268,95.534,-11.747,1,6,187693.0,4.0
0pxfheX9dDrZVlSAWIctfv,Lost Our Spark,Forgotten Tides,0.0011,0.388,0.913,0.495,2.65e-05,0.0546,180.105,-3.052,1,1,176247.0,4.0
6kJ86Zi4x1LY9KEdjQA5S2,Rock Billy Boogie,Robert Gordon,0.668,0.549,0.832,0.792,0.335,0.0497,193.911,-10.938,0,11,153333.0,4.0
43XLGvvItKyClvRFhN9UOE,Where Yo Swag,Devstacks,0.213,0.641,0.53,0.154,0.296,0.0489,137.035,-7.0,0,5,140303.0,4.0
51Vs7KeraqZwfR5OQLuaeI,Echolocation,LITE,0.0889,0.558,0.842,0.722,0.0835,0.0309,130.015,-4.642,1,8,234813.0,4.0
2N1fAJSFbGimb0FJz63Bt2,Dezi,The Stone Benders,0.000186,0.459,0.881,0.651,0.000108,0.0319,130.225,-5.877,1,0,238507.0,4.0
7cfB4POFXASyVd1flt1Dcx,Wild Love,Mirrors on the Moon,0.319,0.545,0.522,0.498,0.000207,0.0303,115.103,-6.76,1,9,257760.0,4.0
1NkC2uC4uPXMuQmFVZUJXu,Pangaea,Flora,0.224,0.563,0.576,0.789,0.779,0.0395,136.556,-9.705,1,4,262582.0,3.0
7BsPyswBtiM1PbPnUnuNzE,shibuya (feat. San Holo),Covet,0.454,0.445,0.765,0.332,0.184,0.0317,126.018,-4.186,1,4,345520.0,3.0
