id,track_name,artist_name,acousticness,danceability,energy,valence,instrumentalness,speechiness,tempo,loudness,mode,key,duration_ms,time_signature
0ZGSqq2w7og9UQyWYBXLSq,ヒカリヘ,miwa,0.339,0.563,0.899,0.338,1.71e-05,0.0317,132.025,-2.528,1,7,293453.0,4.0
5ZqROfA4ov0AmGxXyJvFBT,Discobox,Threefiftysixam,0.0117,0.823,0.443,0.415,0.895,0.0527,129.995,-9.645,1,7,334165.0,4.0
31ntZbQHJrM2bBmrOt4ESn,Turnstile,Vasudeva,4.11e-05,0.509,0.803,0.343,0.767,0.0318,74.987,-8.066,1,4,314972.0,4.0
14irPxTJLePlTfUd9U5hWL,Baltimore Blues No. 1,Deer Tick,0.457,0.75,0.542,0.369,0.00144,0.0328,114.976,-4.501,1,5,181187.0,4.0
5kX6096rISkIk9M4EdLMWQ,Lovely Lady,Makadu,0.0453,0.582,0.556,0.612,3.99e-06,0.0291,80.055,-7.114,0,11,244132.0,4.0
32LY9mNwSiERbx6QL60lTw,Deathstare,feedtherightwolf,1.29e-05,0.334,0.983,0.0579,1.19e-05,0.0588,144.974,-2.096,1,11,271524.0,4.0
0YzMEu5sGNX0JKr9mdBtzd,The Dead Flag Blues,Godspeed You! Black Emperor,0.743,0.243,0.192,0.036,0.777,0.0388,104.202,-18.237,0,10,987960.0,4.0
29CJGwJt5wyo7Sjje87Cy8,Lay It On The Line,Triumph,0.00672,0.228,0.872,0.279,0.0,0.0627,91.718,-5.479,0,9,246027.0,4.0
4Q0ML89z8cVzfuR04Sq8Md,Daddy Cool / The Girl Can't Help It,Darts,0.0141,0.354,0.899,0.868,0.0,0.1,169.871,-8.459,0,10,149160.0,4.0
0HN0pvR6KzIUBlBxaqSpFN,The Space,Chon,0.0329,0.651,0.783,0.684,0.921,0.0328,130.011,-7.238,1,10,167342.0,4.0
6xkRAXgNOwPXjpl8bD0WRe,花火,J SOUL BROTHERS III,0.0322,0.567,0.759,0.643,0.0,0.0517,149.691,-4.437,0,3,336453.0,4.0
0Gl2vYYrgyxdLI6pL6zg0Q,Weightless,Raven's Banquet,8.65e-05,0.417,0.884,0.163,0.00474,0.0378,99.989,-6.012,0,6,240216.0,4.0
18lR4BzEs7e3qzc0KVkTpU,What I've Done,Linkin Park,0.0092,0.627,0.935,0.287,0.0,0.0324,120.092,-4.882,1,5,205227.0,4.0
0r2FW7dxoekEDiylEvcecO,Don't Stay Here,Frames,0.257,0.335,0.362,0.0743,0.836,0.0333,119.67,-10.224,1,3,514280.0,4.0
3EmNjy3zFszmAOCikiKxCd,Bottom of a Bottle,Smile Empty Soul,0.00216,0.542,0.838,0.423,2.05e-06,0.0392,106.044,-5.198,1,6,221827.0,4.0
2f73dI8yHBrTXzgduBaOzl,Catcher,Tom's Story,0.171,0.593,0.526,0.631,0.768,0.0303,126.997,-11.988,0,7,230842.0,4.0
1VyiUi0mRnSKgtHa5dBoUd,Spirits,The Strumbellas,0.17,0.556,0.657,0.79,0.0,0.0265,80.529,-6.075,1,0,203653.0,4.0
2Z8WuEywRWYTKe1NybPQEW,Ride,Twenty One Pilots,0.00835,0.645,0.713,0.566,0.0,0.0393,74.989,-5.355,1,6,214507.0,4.0
213ABDaJfIte2YHACSDXrq,Out of Nothing,Astralia,0.00303,0.256,0.585,0.197,0.843,0.0382,168.075,-10.792,0,5,516880.0,4.0
3a2boqgqaKCzQ3ZsTyOqX2,Saveur cheveux,Totorro,0.000597,0.444,0.679,0.486,0.898,0.0526,145.921,-6.204,1,0,215133.0,4.0
7HW0Ma6hKnwa1jrUQrbLwu,Tragic Freestyle 2 - DJ Ess Mixx,so so,0.00283,0.667,0.443,0.488,6.58e-05,0.0591,95.037,-6.993,1,1,85943.0,4.0
324ooBn6o9iejPq9VUxkaQ,Chalk It Up To The Blues,Big Sandy & His Fly-Rite Boys,0.694,0.624,0.845,0.895,0.00011,0.0606,87.416,-5.197,1,4,192467.0,4.0
2fnMKNqdGCf78E12681NRG,Angels Or Devils,Dishwalla,0.0584,0.537,0.67,0.437,0.0,0.0284,78.648,-7.043,1,11,243800.0,4.0
4laoSELlARoW56NFtHxZhy,Wacht im Berge,Gefrierbrand,1.75e-05,0.426,0.966,0.0411,0.789,0.101,95.022,-5.735,0,0,246067.0,4.0
0gIwzsW6nVQzjRmmMoypNU,Good Set,Sawce,0.073,0.372,0.757,0.182,0.694,0.0467,92.988,-5.52,1,8,250181.0,4.0
7f9DsQEsIoeTwKxV6shsom,恋,back number,0.103,0.446,0.72,0.524,0.0,0.0329,152.075,-2.9,1,9,253307.0,4.0
6h8TvDRaMTRfe2TIG6dqpH,Love the Way You Hate Me,Like A Storm,0.00162,0.481,0.818,0.098,0.000371,0.0403,160.012,-4.95,1,6,289177.0,4.0
2UhkB6rKxTdWJj3wiYkcyx,Hip Shakin' Baby,The Go Getters,0.0778,0.731,0.712,0.757,6.95e-05,0.0382,94.611,-7.413,0,11,129493.0,4.0
4eAV1ZCliRotEcjzEbOWNW,Cigarettes & Wine (feat. Holly Humberstone),Del Water Gap,0.519,0.412,0.739,0.679,6.04e-05,0.0673,166.168,-7.83,1,1,181667.0,4.0
0NJuW6j61SEQU3p0MOTR1D,Folsom Prison Blues,Johnny Cash,0.675,0.727,0.678,0.802,3.75e-05,0.0256,101.386,-5.746,1,5,169343.0,4.0
0a9Ud0xTotefyyQ9kN6yyS,Ivory Tower,CocoVera,0.00924,0.576,0.56,0.518,1.76e-05,0.0371,108.113,-10.004,1,2,202920.0,4.0
7HTudFHDuPpVxHyssmZhUr,In Your Heart,The Franklin Electric,0.899,0.523,0.49,0.14,0.0,0.0765,121.672,-9.343,1,3,165053.0,4.0
4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,One Direction,0.009,0.726,0.787,0.888,0.0,0.0737,124.99,-2.494,1,4,199987.0,4.0
6QyBIZEvs11K9lKjyLYtv6,Take It Off,The Donnas,2.61e-06,0.412,0.951,0.333,0.00239,0.0548,158.78,-3.371,0,11,162000.0,4.0
2xPFuyJDwbau6RYpRBjd8o,Sick City,AZURE,0.000282,0.597,0.824,0.766,5.52e-06,0.0432,134.996,-11.951,1,0,211111.0,4.0
67Rdnr5UfpHRLlFz9YmCNM,All Alone,Anything But Human,0.00789,0.161,0.811,0.531,0.0,0.0456,166.013,-4.692,1,0,223045.0,4.0
3u7P0x4Wung8HESgDk1qJY,Everything Seems Uphill,Zealand the North,5.96e-06,0.355,0.932,0.488,0.835,0.0644,139.924,-4.78,0,3,242325.0,4.0
30mzt5VeJNGvkTvuq8dZMP,The Barkers,The Linda Brady Revival,0.274,0.546,0.839,0.473,3.55e-05,0.0388,150.081,-7.068,1,2,434961.0,3.0
061cxfV6FaXjldDGpq9lah,Tattoo,Twisted Rose,7.04e-05,0.548,0.939,0.441,0.00236,0.0438,90.054,-3.499,1,1,228000.0,4.0
3Qq05M2i4m89LVeQ8ZK2ek,One Day You Will Teach Me To Let Go Of My Fears,sleepmakeswaves,0.102,0.256,0.56,0.0499,0.937,0.0373,104.01,-8.559,0,6,381547.0,3.0
79J8DkQERvBMMin3RzQFVv,Lifeguard of a Helpless Body,Monobody,0.15,0.236,0.657,0.194,0.917,0.0403,177.044,-8.854,1,7,255087.0,4.0
3Y9KxLgjWBzVZ8DFRmGIAi,Nugget,Swapa,0.0149,0.599,0.607,0.587,0.00173,0.324,158.182,-9.142,1,7,97254.0,4.0
4cS7Sd0miXi8xRF1XTZHyN,Feels Like A Blessing,Benjamin William Hastings,0.117,0.503,0.676,0.185,1.85e-06,0.0384,105.709,-7.352,1,1,202400.0,4.0
4QQcmDMYOmSjrtRKt30vLt,Fallout,Sawce,0.0262,0.389,0.81,0.0718,0.835,0.0368,174.041,-6.841,1,8,209010.0,4.0
2TYumtHaQnFijz3gFKcRFY,Songbird - Orchestral Version,Christine McVie,0.949,0.216,0.118,0.156,0.0745,0.0344,128.69,-15.858,1,5,218253.0,3.0
6Qj0lWv3IANrQY73FtIrgP,Super Mario,StanWill,0.0174,0.676,0.634,0.206,0.000409,0.2,97.906,-8.287,0,11,143360.0,4.0
4DpN1x8nGXlXGFG2aYWHVL,Ring the Bells,Johnnyswim,0.232,0.664,0.708,0.548,0.0,0.0377,108.043,-7.58,1,7,152933.0,4.0
3sO5NBkvWeBIgwqQEqJhVJ,Dream Town,The Lost Mithridate,0.192,0.639,0.684,0.53,0.0,0.0398,137.992,-7.914,1,6,273213.0,4.0
2OEQVaGlMxHvB7f2Qf9G4N,Instinto Carnal,Aby De Gyves,0.0143,0.453,0.898,0.566,0.00033,0.0774,118.069,-6.468,0,5,284125.0,4.0
0mnyjCNu9XUi5dv0JD3UqM,Bubble Dream,Chon,0.00296,0.432,0.664,0.277,0.758,0.0363,196.083,-7.281,0,9,172437.0,4.0
7xQAz9lKgxHGsKTEwciBCI,firefly,BUMP OF CHICKEN,0.000392,0.492,0.801,0.375,0.0112,0.0332,91.518,-4.578,1,1,332387.0,4.0
7uQClX95yWGgU0BRe5r2Nq,Southpaw,Double Knockout,0.000151,0.465,0.741,0.765,0.317,0.0584,164.848,-9.344,1,7,264282.0,4.0
1rEVj9bNb8LF1SLAZMSEqt,The Shape of Things to Come,No Sudden Moves,0.308,0.573,0.345,0.104,0.932,0.0302,108.012,-11.608,0,11,312275.0,4.0
0Lx4qHJ7ZBoSZvc704wsDd,Twenty Flight Rock,Eddie Cochran,0.213,0.643,0.771,0.912,0.0,0.213,105.822,-8.659,1,9,105773.0,4.0
5AmiGPldYudDYWInxXcTfM,Vita,Sawce,0.0116,0.554,0.884,0.679,0.831,0.035,119.957,-4.609,1,5,255824.0,4.0
3AZXq6ty10UPcTspnzHAGo,Wolf Like Me ft. Shovels & Rope,Lera Lynn,0.699,0.351,0.465,0.161,1.09e-05,0.0563,158.06,-10.195,0,9,245013.0,4.0
3KKmvPKlAtHoB92XcldFpG,My Babe,Dale Hawkins,0.385,0.542,0.81,0.563,0.00038,0.195,102.473,-5.881,1,4,147333.0,4.0
2p24lqlIGdDXaLVff4NwH8,I Miss You,blink-182,0.000761,0.652,0.766,0.641,6.34e-06,0.0345,110.011,-6.481,1,11,227813.0,4.0
6NuQIYiZEoWXnErCScAbAG,"Beyond Styx, Pt. 1",hubris.,0.502,0.198,0.834,0.536,0.897,0.0344,91.175,-9.072,1,7,268013.0,4.0
0uMnXdfyEsC9MsqtfV6cMx,Talk to me (put down the phone),The Bored Vikings,0.00715,0.711,0.713,0.491,0.0,0.0269,99.996,-8.917,1,2,169160.0,4.0
3VCrkGIQ93fMaW55T3vlHO,Ten,tide/edit,0.0269,0.33,0.875,0.121,0.942,0.036,142.652,-5.368,0,7,272025.0,4.0
4F458bl9zIYwtYfCocX6r7,Owls,Shipwrecks,0.00442,0.529,0.689,0.105,0.931,0.0357,132.955,-10.527,0,3,310200.0,4.0
0Xkyu7SGflCCfUWZzFYpVy,School,Sawce,0.572,0.433,0.45,0.113,0.877,0.0427,173.972,-14.823,1,2,220125.0,4.0
1mvx7qrZVMfTwmGE5DtD8O,Lonely Boy (Acoustic) - Live,LPMC,0.833,0.49,0.419,0.231,0.0,0.0309,128.493,-8.489,1,10,258427.0,4.0
5htghP7rThIe6oXBN6uYI5,Find Your People,Drew Holcomb & The Neighbors,0.329,0.678,0.526,0.492,0.0,0.0281,87.005,-7.292,1,5,194093.0,4.0
09CVxDwMo53Kn6Io42d3GB,hearts,Shimmer Bed,0.513,0.502,0.93,0.231,0.131,0.0622,111.115,-3.33,1,2,167763.0,4.0
0Y5oQHbgvGB1CNRfssbx3b,Somebody That I Used to Know,Gotye,0.559,0.856,0.292,0.788,5.22e-05,0.0439,129.069,-16.406,1,0,244885.0,4.0
6VL96Nll8nlagPP46QzHll,To Everness,Paint The Sky Red,0.0241,0.433,0.653,0.0773,0.726,0.0268,134.953,-8.021,1,2,390427.0,4.0
7szBlpOnqBsLieFOlMIYrY,When You're Not Here,No Clear Mind,0.926,0.345,0.172,0.0384,0.857,0.0304,99.518,-14.528,0,4,358682.0,4.0
1scLI3CLQztRJF0Xk5VEbl,Floating,Noorvik,0.00358,0.309,0.589,0.228,0.805,0.0321,142.015,-8.303,1,7,493777.0,4.0
3aK8i4QiSGfOkz4xm0yjTk,Break,Good Kid,0.00565,0.254,0.919,0.637,0.0,0.082,192.707,-3.806,1,9,152356.0,4.0
7xe3EQCvXnx6Q0zs41Y65n,Great Balls of Fire,Jerry Lee Lewis,0.55,0.592,0.627,0.909,0.0,0.0662,79.567,-10.14,1,10,111240.0,4.0
75avKiYvk6feMcZWnPGjZ9,Awake,Violet Breed,0.0032,0.673,0.614,0.659,2.28e-05,0.0367,116.024,-8.843,0,8,196053.0,4.0
0Rphayj7XHRoQFEwBwlZMC,Chantilly Lace,The Big Bopper,0.809,0.477,0.762,0.926,3.1e-06,0.159,174.998,-6.742,1,3,143804.0,4.0
0sEQILBUeZr5tLKdmPBvgI,Something In The Water,The Hype,0.000566,0.492,0.973,0.358,0.000132,0.0561,159.957,-4.68,0,2,165000.0,4.0
7HuBQSNWUaYsPw5VYmoWtx,Triple S (feat. Louie Ray),YN Jay,0.0167,0.829,0.455,0.16,3.86e-06,0.199,97.513,-9.881,1,2,141773.0,4.0
6b2oQwSGFkzsMtQruIWm2p,Creep,Radiohead,0.0102,0.515,0.43,0.104,0.000141,0.0369,91.841,-9.935,1,7,238640.0,4.0
5TLJ1pOyiYoSk8eIEUnTQC,"...In Another Life, When We Were Both Cats - Japanese Sky Transcript EP Version",Maybeshewill,0.0115,0.543,0.88,0.13,0.858,0.0463,145.02,-6.971,0,2,315600.0,3.0
6xQMKOBivLHTJnQAERsfYQ,Be Yourself,Wilder Woods,0.686,0.664,0.404,0.38,5.54e-06,0.0792,79.982,-8.698,1,8,202800.0,4.0
2Sjm7A6JATOrnlybKFX4Vb,The Motto,Drake,0.000107,0.766,0.442,0.39,6.12e-05,0.356,201.8,-8.558,1,1,181573.0,4.0
2O7pDjQ0ajMqmQ26XUZh1N,Simulation,Meniscus,0.00693,0.306,0.789,0.164,0.822,0.0361,110.771,-9.163,0,10,432133.0,4.0
5jMuXTa5hECm37P7C0mbIB,East Hastings,Godspeed You! Black Emperor,0.716,0.152,0.368,0.0448,0.433,0.0568,66.54,-15.169,0,10,1078240.0,4.0
3HlbrnCBdrJ1NObHLMXSZh,The Train Kept A-Rollin',Jeff Beck,0.231,0.492,0.666,0.699,5.69e-05,0.0351,140.829,-9.743,0,9,147893.0,4.0
7noWm4lKCBIiQThaIX5oEK,One-Sided Love Affair,Elvis Presley,0.697,0.628,0.79,0.855,0.0,0.0619,94.856,-7.458,1,7,129480.0,4.0
7hzYTORVWbYaFq7LIcHnNx,Neurotica,Polyphia,0.0221,0.69,0.677,0.911,0.683,0.0545,140.03,-5.24,0,11,194590.0,4.0
6gVH9jHl5Xpxxl4gVVrEkE,Smells Like Teen Spirit - 1992/Live at Reading,Nirvana,0.000706,0.41,0.964,0.274,0.745,0.0763,121.868,-6.648,1,7,285187.0,4.0
5A72aRJXEpoppZsLYCtvZT,Jafari's Revenge,Stage Kids,0.194,0.419,0.763,0.605,0.877,0.0377,132.285,-6.229,0,11,337533.0,4.0
0umpEkOWoP6iBAD7Ae4KYn,ベイビー・アイラブユー - English Ver.,Che'Nelle,0.075,0.556,0.748,0.53,0.0,0.073,170.04,-4.595,1,6,325427.0,4.0
6o21UfW2RHkzzleZGLfFpK,For Your Love,The Yardbirds,0.24,0.288,0.62,0.617,0.0,0.0428,94.445,-10.103,1,2,150627.0,4.0
0fvinNQ2FUBdIU8fer2cIR,Big 3,ShittyBoyz,0.00113,0.788,0.693,0.208,0.0,0.237,101.515,-8.614,0,4,151151.0,4.0
7ziicmUOzWXAkdPriOmFk9,The Only One I Know,The Charlatans,0.0701,0.546,0.572,0.529,0.000731,0.0319,113.312,-13.104,1,5,238120.0,4.0
4mEUuaJSDVB9pOIk3pdgR3,CULT 45 (not a compliment),What Stuck to the Wall,4.96e-05,0.678,0.763,0.631,0.128,0.0282,124.971,-6.979,0,4,124375.0,4.0
61BywQA7q8KjpGjp3rHuRv,Flirtin' with Disaster,Molly Hatchet,0.00153,0.273,0.821,0.739,0.0157,0.0433,179.882,-6.262,1,9,299200.0,4.0
02v81HQA1yS0DSZ4dw3YzF,Atlas Novus,Scale The Summit,0.0131,0.488,0.84,0.489,0.824,0.0301,160.037,-5.24,1,7,307107.0,3.0
6tZetCGfhxPh5ZIKCGmaKq,The Bottom of It,Fruit Bats,0.134,0.631,0.625,0.305,0.0196,0.0374,155.987,-10.73,1,0,181400.0,4.0
5889N9r3fQxiXUuw9LfO7U,Running for Cover,Ivan & Alyosha,0.00759,0.532,0.716,0.248,0.0,0.0342,116.945,-7.71,1,1,237453.0,4.0
7j4OmvkjRz0PrjFADlHfQx,Set Fire to the Rain,Adele,0.00408,0.603,0.67,0.446,1.68e-06,0.0249,107.993,-3.882,0,2,242974.0,4.0
6Vh03bkEfXqekWp7Y1UBRb,Live While We're Young,One Direction,0.0542,0.663,0.857,0.931,0.0,0.0544,126.039,-2.16,1,2,200213.0,4.0
5JLv62qFIS1DR3zGEcApRt,Wide Awake,Katy Perry,0.0749,0.515,0.683,0.572,2.64e-06,0.0371,159.878,-5.099,1,5,220947.0,4.0
5e2fXOZPKX6ZXQ6PwlpyHc,E S 7 M Freestyle,Talibando,0.000998,0.864,0.565,0.131,1.31e-06,0.238,122.618,-9.033,0,1,79552.0,5.0
6xBLtOsKoqt22G3smOAQy6,Hard Headed Woman,Wanda Jackson,0.548,0.603,0.916,0.874,0.000514,0.0819,83.284,-4.922,1,4,119387.0,4.0
6pP7muebYMLT46IOZOLvyN,Tiny Moves,Bleachers,0.334,0.688,0.65,0.917,0.0541,0.0538,155.99,-8.254,1,9,228382.0,4.0
7qqZ9IxNPNGpukbgyDqCPQ,"Red, Red",WELP!,0.0406,0.433,0.142,0.132,0.613,0.0303,99.986,-17.293,1,7,218240.0,4.0
5MZLbo8x3xYGFmsV3aOuwu,Ride The Rainbow,After The End,0.558,0.575,0.609,0.694,0.0,0.0403,150.134,-7.116,1,9,130400.0,4.0
57WZS1ICkdY5Nq2CPyLDnt,Two Freaky Hoes (Freestyle),Pablo Skywalkin,0.415,0.722,0.626,0.718,0.0,0.752,179.009,-9.371,1,1,145500.0,4.0
0uh5m7fyUP1UFN16lgojTN,Emotionless,Red Sun Rising,0.000703,0.57,0.702,0.539,0.0361,0.0331,91.972,-6.22,0,3,262733.0,4.0
2Y9pSmDn8UoqSkg88IDaW2,Blind Them With Silence,Jakob,0.000293,0.162,0.598,0.0356,0.813,0.0428,108.487,-9.848,0,9,417676.0,5.0
18iJlo9hMwtOIngFVuFQ34,My Silent Angel,April Rain,0.00347,0.262,0.941,0.114,0.797,0.121,180.091,-4.506,0,7,296829.0,3.0
7ySe85Y1UGmKS69nbTpox2,UNKNOWN,Holdfast.,0.0494,0.459,0.92,0.504,7.85e-06,0.0605,138.42,-1.975,0,3,220768.0,4.0
26Xoawpa5tEtneut9agRH1,San Fernando,We Were Heading North,0.0147,0.587,0.531,0.188,0.855,0.028,117.012,-9.147,0,2,360769.0,4.0
3iwsyTZzOWHZbHffBEyi1N,Right Now,SR-71,0.000289,0.524,0.967,0.731,7.41e-06,0.0392,116.273,-3.322,1,8,167200.0,4.0
0htP653pd2hS4KcpuKlbGt,Spanish Eddie,The Aristocrats,0.351,0.393,0.64,0.36,0.853,0.0359,123.997,-8.35,1,10,416720.0,3.0
3D9J1nYmmZEhaHEercQAMv,Nag Champa,Enemies,0.00675,0.429,0.757,0.695,0.861,0.0807,109.137,-5.095,1,0,329893.0,4.0
53QF56cjZA9RTuuMZDrSA6,I Won't Give Up,Jason Mraz,0.694,0.483,0.303,0.139,0.0,0.0429,133.406,-10.058,1,4,240166.0,3.0
5AL8g5txsZRJK7POJSo8RB,Square,LITE,0.00046,0.642,0.485,0.202,0.794,0.0509,95.991,-9.161,1,1,290333.0,4.0
6bZ97N6T4TigAwBignOJXp,The Rush,JJ Wilde,0.000583,0.747,0.842,0.558,1.68e-05,0.0489,129.976,-2.912,1,0,187890.0,4.0
1lHiKWnlJtjzA4vHnjAr39,Windy - Remastered Version,The Association,0.363,0.676,0.681,0.901,0.191,0.0292,132.953,-9.223,1,5,176600.0,4.0
3GkYagH9CwQ3ONYcbPjEBy,Dream Odyssey,MONO,0.854,0.394,0.48,0.0911,0.869,0.0273,60.983,-8.313,1,5,490093.0,4.0
22bigbGiKgaifOgeZqJC6A,Barefoot on the Seine,Blue Violet,0.15,0.529,0.399,0.181,0.000349,0.0311,115.062,-8.607,1,0,260200.0,4.0
5xReDqODX3X1koa1uD6DIB,Fight,Ala Nkolika,0.181,0.732,0.441,0.298,0.000891,0.0543,179.965,-11.583,0,10,138632.0,4.0
2UFUIjuC5SW12uKa5a4sw0,Motel Arcade,Dylan Dunn,0.299,0.622,0.631,0.595,3.46e-05,0.0306,76.024,-8.884,1,2,228940.0,4.0
5M6YnEI2RwxjCJ2rlOsLcT,Shonen,Sawce,1.77e-05,0.386,0.926,0.286,0.849,0.178,75.043,-4.938,0,5,193015.0,4.0
4M1eaUPyOue7gZauiE2b6G,Through The Blacklight,Bent By Sorrow,3.5e-05,0.351,0.906,0.203,2.33e-05,0.108,83.815,-5.644,1,1,225055.0,3.0
2hePbgQ0agdXo3bVw5WI2u,Holding Rivers,Oh Hiroshima,0.00117,0.388,0.646,0.16,0.859,0.0276,179.972,-6.817,1,2,405536.0,4.0
1AkuvvBfa2DtqM7a9O2IAy,I Feel Love (Every Million Miles),The Dead Weather,0.00209,0.242,0.854,0.325,0.0,0.125,188.68,-6.96,1,4,195827.0,4.0
2u8L99W3Hfgtciqx1dB6tg,Driksa,Audrey Fall,0.000297,0.46,0.789,0.191,0.95,0.0396,144.976,-6.847,0,9,343405.0,4.0
4TGzCsKiTpD1sTBnpYNf8n,今夜はブギー・バック,Miliyah,0.127,0.796,0.584,0.487,0.0,0.0582,94.007,-6.783,0,4,355533.0,4.0
3VdaOhpTwpoEhBUxtG4qSe,Shoals,Colaris,0.00512,0.484,0.558,0.14,0.836,0.0356,140.319,-8.282,0,4,347492.0,3.0
2mRtiWv95PIEi2mjHobYS8,Strand,Sawce,0.0761,0.523,0.849,0.0944,0.885,0.0319,130.036,-6.885,1,10,246891.0,4.0
0kUIRi6z4yfHVG4qoksVxF,Life On Fire,Mapache,0.31,0.646,0.527,0.658,0.00685,0.0302,147.862,-8.961,1,11,202120.0,4.0
6DvVzTdYVohUqkgtI2GBpW,Donald gets a little help from above,The Bored Vikings,0.00476,0.683,0.549,0.706,0.0,0.0369,90.932,-9.043,1,9,166320.0,4.0
1wGTMRS34hpLtuyq1b4Xem,Frustrated Workers Jam,Psalmist Productions,0.000899,0.553,0.621,0.6,0.0,0.0352,94.019,-13.621,0,5,194040.0,4.0
6tTgOQF7m9br9cdB0C5Vl2,Una Lettera,AlchemicA,0.000745,0.493,0.783,0.475,0.000307,0.0281,95.001,-5.786,1,7,254903.0,4.0
5yogRsv5ggT6iCnFgvdpho,Stray Cat Strut,Stray Cats,0.0957,0.679,0.609,0.695,0.00113,0.0347,132.467,-9.482,0,0,198000.0,4.0
5dEHEul1jPH1un96S5k6fu,Dissolution,PILLARS,0.0011,0.436,0.863,0.112,0.936,0.0448,155.021,-7.837,0,1,338867.0,4.0
5gPAbaVCnYngyKOkNwCTGl,Tennessee,Katye Kellye and the Interruption,0.127,0.68,0.646,0.704,0.0306,0.0415,114.94,-9.403,1,10,227186.0,4.0
65T1aY3I9qfNUDVAnaM9bq,Sedona,Houndmouth,0.0404,0.394,0.654,0.264,6.96e-05,0.0346,135.188,-8.243,1,3,239881.0,4.0
5InWRmnfgjVwQWoXHNBATu,Want U Back,Cher Lloyd,0.0662,0.696,0.893,0.573,0.0,0.076,97.954,-2.963,1,9,214013.0,4.0
0hHxGjyBap6B5rJEprbtRy,Pain,Kiemura,3.11e-05,0.473,0.811,0.17,0.000187,0.0426,135.046,-5.853,1,7,257778.0,3.0
52cAkSzlq9EazltFspHw5W,Something 'Bout,Damedot,0.2,0.633,0.898,0.514,0.00373,0.295,176.026,-7.726,0,8,218258.0,4.0
6qn9YLKt13AGvpq9jfO8py,We Found Love,Rihanna,0.025,0.735,0.766,0.6,0.00141,0.0384,127.975,-4.485,1,1,215227.0,4.0
5qW6ZYct54PhKliCntyxRX,Cover Me Up,Jason Isbell,0.882,0.429,0.093,0.208,0.00703,0.0433,129.661,-15.944,1,3,293973.0,3.0
52dH9vk1WNFNArdgKTws51,Distorted,BE,0.00025,0.379,0.837,0.266,0.000574,0.0468,86.967,-5.955,1,0,287759.0,4.0
5NdxiycRi3nP2v7RJoAJIT,Your Hand In Mine,Explosions In The Sky,0.103,0.279,0.472,0.135,0.874,0.0295,115.13,-16.42,1,4,496573.0,3.0
0xEwzkF5KNUevqD2BxCjwl,Tequila,The Champs,0.0254,0.492,0.949,0.801,0.869,0.0446,90.182,-3.942,1,10,135373.0,4.0
1aR6KEUmuCvrI5Q7LhmQLN,That Certain Female,Charlie Feathers,0.0245,0.637,0.626,0.655,0.00609,0.102,93.447,-7.332,1,11,181293.0,4.0
79EYgUv9JojcgVVEJXdPbI,This Is Life,Winnetka Bowling League,0.292,0.417,0.622,0.528,0.0,0.131,179.956,-7.186,0,10,212000.0,4.0
03UrZgTINDqvnUMbbIMhql,Gangnam Style (강남스타일),PSY,0.00417,0.727,0.937,0.749,0.0,0.286,132.067,-2.871,0,11,219493.0,4.0
6tpGF2kYnrqO0S44jKxduZ,Breakdown,Tantric,0.00936,0.569,0.945,0.483,0.0,0.0503,100.04,-5.673,0,8,190667.0,4.0
4LahN5YCKLQ3iiGjvP2mMj,Toxic,Cersei,0.00672,0.333,0.687,0.398,9.47e-05,0.143,135.045,-6.452,0,4,288268.0,4.0
14uhiVl5NwPDCmlRUgo4l6,Love & War in Your Twenties,Jordy Searcy,0.22,0.736,0.525,0.529,0.00153,0.0296,102.986,-9.694,1,2,250547.0,4.0
5qnXaJpfNOU45OX3hnsHxW,Mugatu,Tom's Story,0.0141,0.387,0.467,0.498,0.823,0.0316,133.026,-13.272,0,9,390793.0,4.0
2CdK2F1L8VWzxBbqwSsJI5,The Murderer/Victim Monologues,The Seven Mile Journey,0.565,0.376,0.413,0.134,0.885,0.032,106.381,-16.241,1,8,451480.0,4.0
2tRxHjEkdgGMv9kZbOyqOH,And It's Still Alright,Nathaniel Rateliff,0.689,0.521,0.492,0.301,0.619,0.0297,77.585,-9.127,1,3,235747.0,4.0
7g0XgioAO3q8iBUQNoEAye,San Franciscan Nights,Eric Burdon & the Animals,0.381,0.516,0.658,0.54,0.0198,0.0921,183.694,-7.89,1,0,199373.0,4.0
5MVJI1eQ7cLoC0fr6NRE69,Loving You,Cannons,0.0399,0.708,0.739,0.684,0.00126,0.056,111.035,-6.011,1,3,194595.0,4.0
7yw2jKCffMUiYqB1wo3fbC,I Just Wanted to Make You Something Beautiful,Industries of the Blind,0.492,0.308,0.54,0.0689,0.805,0.035,110.681,-8.198,0,1,782129.0,4.0
459h0Mh30C82Z1lhk41yYK,Stronger (What Doesn't Kill You),Kelly Clarkson,0.0442,0.564,0.939,0.613,0.0,0.0478,116.025,-4.278,1,0,221947.0,4.0
5iis9J2sptrUy0VIpFVIg1,Roll Me Up and Smoke Me When I Die - Live,Willie Nelson,0.0713,0.427,0.813,0.344,0.109,0.0737,106.859,-9.02,1,0,134267.0,3.0
3z5ggGtcs4t8pizW521gW9,Pretend We're Dead,L7,5.62e-06,0.569,0.789,0.911,0.642,0.0309,115.152,-8.559,1,4,235093.0,4.0
3YuaBvuZqcwN3CEAyyoaei,Like a Stone,Audioslave,0.00797,0.614,0.568,0.516,0.0,0.0276,107.849,-5.477,0,7,293960.0,4.0
